protein_id,protein_name,cluster
152,701,pazy_proteins_cluster_51
171,PHL-2,pazy_proteins_cluster_51
178,RgCut-2,pazy_proteins_cluster_51
182,FoCut5a,pazy_proteins_cluster_51
188,IS12,pazy_proteins_cluster_51
201,PaCut,pazy_proteins_cluster_51
210,Est8_89,pazy_proteins_cluster_51
212,Est18_23,pazy_proteins_cluster_51
214,Ces39_5,pazy_proteins_cluster_51
223,HG-2,pazy_proteins_cluster_51
225,HG-4,pazy_proteins_cluster_51
227,jmPE13,pazy_proteins_cluster_51
230,TaC,pazy_proteins_cluster_51
232,RtC,pazy_proteins_cluster_51
236,dsPETase01,pazy_proteins_cluster_51
238,dsPETase06,pazy_proteins_cluster_51
241,PpPETase,pazy_proteins_cluster_51
243,HGMP01,pazy_proteins_cluster_51
251,Trypsin,pazy_proteins_cluster_51
256,APET-5,pazy_proteins_cluster_51
258,APET-15,pazy_proteins_cluster_51
260,APET-19,pazy_proteins_cluster_51
262,APET-23,pazy_proteins_cluster_51
264,APET-25,pazy_proteins_cluster_51
266,APET-27,pazy_proteins_cluster_51
268,APET-29,pazy_proteins_cluster_51
270,Mipa-P,pazy_proteins_cluster_51
272,1611,pazy_proteins_cluster_51
274,1603,pazy_proteins_cluster_51
276,Kubu-P,pazy_proteins_cluster_51
278,1465,pazy_proteins_cluster_51
280,1617,pazy_proteins_cluster_51
282,1489,pazy_proteins_cluster_51
284,1525,pazy_proteins_cluster_51
286,1507,pazy_proteins_cluster_51
288,1821,pazy_proteins_cluster_51
290,1482,pazy_proteins_cluster_51
292,1546,pazy_proteins_cluster_51
294,1642,pazy_proteins_cluster_51
296,1537,pazy_proteins_cluster_51
298,1678,pazy_proteins_cluster_51
302,1463,pazy_proteins_cluster_51
309,1620,pazy_proteins_cluster_51
312,1457,pazy_proteins_cluster_51
320,1478,pazy_proteins_cluster_51
322,169,pazy_proteins_cluster_51
324,1868,pazy_proteins_cluster_51
326,401,pazy_proteins_cluster_51
328,486,pazy_proteins_cluster_51
331,282,pazy_proteins_cluster_51
333,1228,pazy_proteins_cluster_51
382,DP006,pazy_proteins_cluster_51
387,DP021,pazy_proteins_cluster_51
392,DP054,pazy_proteins_cluster_51
401,DP082,pazy_proteins_cluster_51
405,DP092,pazy_proteins_cluster_51
408,ESM012,pazy_proteins_cluster_51
410,ESM024,pazy_proteins_cluster_51
412,ESM033,pazy_proteins_cluster_51
418,ESM052,pazy_proteins_cluster_51
420,ESM059,pazy_proteins_cluster_51
422,ESM061,pazy_proteins_cluster_51
424,ESM064,pazy_proteins_cluster_51
426,ESM069,pazy_proteins_cluster_51
428,ESM080,pazy_proteins_cluster_51
430,ESM082,pazy_proteins_cluster_51
432,ESM090,pazy_proteins_cluster_51
437,ESM121,pazy_proteins_cluster_51
442,ESM140,pazy_proteins_cluster_51
452,ESM186,pazy_proteins_cluster_51
455,TEP024,pazy_proteins_cluster_51
462,TEP091,pazy_proteins_cluster_51
466,TEP102,pazy_proteins_cluster_51
472,TEP163,pazy_proteins_cluster_51
484,TA21,pazy_proteins_cluster_51
486,TA29,pazy_proteins_cluster_51
196,PET40,pazy_proteins_cluster_52
304,554,pazy_proteins_cluster_52
338,PC4,pazy_proteins_cluster_52
339,PC5,pazy_proteins_cluster_52
442,ESM140,pazy_proteins_cluster_52
448,ESM167,pazy_proteins_cluster_52
40,PET2,pazy_proteins_cluster_53
140,307,pazy_proteins_cluster_53
142,405,pazy_proteins_cluster_53
144,407,pazy_proteins_cluster_53
196,PET40,pazy_proteins_cluster_53
240,Dkca1,pazy_proteins_cluster_53
310,1240,pazy_proteins_cluster_53
326,401,pazy_proteins_cluster_53
335,1340,pazy_proteins_cluster_53
340,PC6,pazy_proteins_cluster_53
390,DP040,pazy_proteins_cluster_53
400,DP081,pazy_proteins_cluster_53
402,DP084,pazy_proteins_cluster_53
404,DP090,pazy_proteins_cluster_53
406,ESM006,pazy_proteins_cluster_53
408,ESM012,pazy_proteins_cluster_53
440,ESM136,pazy_proteins_cluster_53
442,ESM140,pazy_proteins_cluster_53
293,385,pazy_proteins_cluster_54
322,169,pazy_proteins_cluster_54
459,TEP061,pazy_proteins_cluster_54
479,TEP194,pazy_proteins_cluster_54
7,PpCutA,pazy_proteins_cluster_55
17,BhrPETase,pazy_proteins_cluster_55
27,Cut2,pazy_proteins_cluster_55
30,Tcur_1278,pazy_proteins_cluster_55
37,PHL-7,pazy_proteins_cluster_55
137,214,pazy_proteins_cluster_55
140,307,pazy_proteins_cluster_55
144,407,pazy_proteins_cluster_55
147,503,pazy_proteins_cluster_55
150,607-Nsp,pazy_proteins_cluster_55
152,701,pazy_proteins_cluster_55
154,711,pazy_proteins_cluster_55
171,PHL-2,pazy_proteins_cluster_55
173,PHL-3,pazy_proteins_cluster_55
175,PHL-5,pazy_proteins_cluster_55
177,Sub1,pazy_proteins_cluster_55
179,PsCut,pazy_proteins_cluster_55
187,IS11,pazy_proteins_cluster_55
227,jmPE13,pazy_proteins_cluster_55
237,dsPETase05,pazy_proteins_cluster_55
257,KbPETase,pazy_proteins_cluster_55
259,APET-17,pazy_proteins_cluster_55
266,APET-27,pazy_proteins_cluster_55
270,Mipa-P,pazy_proteins_cluster_55
272,1611,pazy_proteins_cluster_55
274,1603,pazy_proteins_cluster_55
276,Kubu-P,pazy_proteins_cluster_55
278,1465,pazy_proteins_cluster_55
280,1617,pazy_proteins_cluster_55
286,1507,pazy_proteins_cluster_55
289,1477,pazy_proteins_cluster_55
295,917,pazy_proteins_cluster_55
297,1519,pazy_proteins_cluster_55
301,1637,pazy_proteins_cluster_55
305,1573,pazy_proteins_cluster_55
307,1555,pazy_proteins_cluster_55
312,1457,pazy_proteins_cluster_55
317,1506,pazy_proteins_cluster_55
320,1478,pazy_proteins_cluster_55
325,1718,pazy_proteins_cluster_55
327,1392,pazy_proteins_cluster_55
330,1475,pazy_proteins_cluster_55
334,1876,pazy_proteins_cluster_55
337,PC3,pazy_proteins_cluster_55
383,DP007,pazy_proteins_cluster_55
386,DP017,pazy_proteins_cluster_55
394,DP057,pazy_proteins_cluster_55
397,DP068,pazy_proteins_cluster_55
407,ESM010,pazy_proteins_cluster_55
417,ESM050,pazy_proteins_cluster_55
427,ESM070,pazy_proteins_cluster_55
435,ESM097,pazy_proteins_cluster_55
437,ESM121,pazy_proteins_cluster_55
445,ESM157,pazy_proteins_cluster_55
447,ESM160,pazy_proteins_cluster_55
450,ESM173,pazy_proteins_cluster_55
456,TEP037,pazy_proteins_cluster_55
460,TEP067,pazy_proteins_cluster_55
464,TEP097,pazy_proteins_cluster_55
467,TEP103,pazy_proteins_cluster_55
470,TEP111,pazy_proteins_cluster_55
472,TEP163,pazy_proteins_cluster_55
474,TEP165,pazy_proteins_cluster_55
476,TEP178,pazy_proteins_cluster_55
478,TEP189,pazy_proteins_cluster_55
5,PLE628,pazy_proteins_cluster_55
8,PpelaLip,pazy_proteins_cluster_55
13,MG8,pazy_proteins_cluster_55
18,Cut190,pazy_proteins_cluster_55
22,Tfu_0883,pazy_proteins_cluster_55
28,Thc_Cut1,pazy_proteins_cluster_55
30,Tcur_1278,pazy_proteins_cluster_55
38,PET27,pazy_proteins_cluster_55
138,301,pazy_proteins_cluster_55
148,CtPl,pazy_proteins_cluster_55
178,RgCut-2,pazy_proteins_cluster_55
180,PbauzCut,pazy_proteins_cluster_55
182,FoCut5a,pazy_proteins_cluster_55
184,PET1,pazy_proteins_cluster_55
186,IS10,pazy_proteins_cluster_55
188,IS12,pazy_proteins_cluster_55
210,Est8_89,pazy_proteins_cluster_55
212,Est18_23,pazy_proteins_cluster_55
228,jmPE14,pazy_proteins_cluster_55
238,dsPETase06,pazy_proteins_cluster_55
258,APET-15,pazy_proteins_cluster_55
267,APET-28,pazy_proteins_cluster_55
271,1628,pazy_proteins_cluster_55
277,1538,pazy_proteins_cluster_55
280,1617,pazy_proteins_cluster_55
282,1489,pazy_proteins_cluster_55
284,1525,pazy_proteins_cluster_55
286,1507,pazy_proteins_cluster_55
288,1821,pazy_proteins_cluster_55
290,1482,pazy_proteins_cluster_55
293,385,pazy_proteins_cluster_55
298,1678,pazy_proteins_cluster_55
308,1591,pazy_proteins_cluster_55
318,1493,pazy_proteins_cluster_55
320,1478,pazy_proteins_cluster_55
323,1638,pazy_proteins_cluster_55
325,1718,pazy_proteins_cluster_55
328,486,pazy_proteins_cluster_55
331,282,pazy_proteins_cluster_55
333,1228,pazy_proteins_cluster_55
338,PC4,pazy_proteins_cluster_55
341,PC8,pazy_proteins_cluster_55
382,DP006,pazy_proteins_cluster_55
384,DP008,pazy_proteins_cluster_55
386,DP017,pazy_proteins_cluster_55
388,DP038,pazy_proteins_cluster_55
397,DP068,pazy_proteins_cluster_55
399,DP080,pazy_proteins_cluster_55
401,DP082,pazy_proteins_cluster_55
403,DP089,pazy_proteins_cluster_55
408,ESM012,pazy_proteins_cluster_55
414,ESM038,pazy_proteins_cluster_55
418,ESM052,pazy_proteins_cluster_55
428,ESM080,pazy_proteins_cluster_55
430,ESM082,pazy_proteins_cluster_55
438,ESM128,pazy_proteins_cluster_55
448,ESM167,pazy_proteins_cluster_55
452,ESM186,pazy_proteins_cluster_55
458,TEP054,pazy_proteins_cluster_55
461,TEP083,pazy_proteins_cluster_55
468,TEP105,pazy_proteins_cluster_55
475,TEP168,pazy_proteins_cluster_55
477,TEP181,pazy_proteins_cluster_55
480,KaPETase,pazy_proteins_cluster_55
483,DIEGO,pazy_proteins_cluster_55
485,TA26,pazy_proteins_cluster_55
489,GuaPA,pazy_proteins_cluster_55
6,PLE629,pazy_proteins_cluster_55
9,PE-H,pazy_proteins_cluster_55
18,Cut190,pazy_proteins_cluster_55
29,Thc_Cut2,pazy_proteins_cluster_55
31,Tcur0390,pazy_proteins_cluster_55
35,Est119,pazy_proteins_cluster_55
39,PET30,pazy_proteins_cluster_55
139,305,pazy_proteins_cluster_55
145,409,pazy_proteins_cluster_55
149,606,pazy_proteins_cluster_55
179,PsCut,pazy_proteins_cluster_55
195,BurPL,pazy_proteins_cluster_55
209,Lip4_120,pazy_proteins_cluster_55
213,Ces19_14,pazy_proteins_cluster_55
235,LipMRD9,pazy_proteins_cluster_55
259,APET-17,pazy_proteins_cluster_55
268,APET-29,pazy_proteins_cluster_55
279,1621,pazy_proteins_cluster_55
282,1489,pazy_proteins_cluster_55
287,1491,pazy_proteins_cluster_55
289,1477,pazy_proteins_cluster_55
291,1522,pazy_proteins_cluster_55
293,385,pazy_proteins_cluster_55
295,917,pazy_proteins_cluster_55
297,1519,pazy_proteins_cluster_55
299,1496,pazy_proteins_cluster_55
308,1591,pazy_proteins_cluster_55
311,1594,pazy_proteins_cluster_55
315,1309,pazy_proteins_cluster_55
318,1493,pazy_proteins_cluster_55
322,169,pazy_proteins_cluster_55
327,1392,pazy_proteins_cluster_55
329,1424,pazy_proteins_cluster_55
336,191,pazy_proteins_cluster_55
339,PC5,pazy_proteins_cluster_55
389,DP039,pazy_proteins_cluster_55
391,DP043,pazy_proteins_cluster_55
393,DP056,pazy_proteins_cluster_55
395,DP059,pazy_proteins_cluster_55
397,DP068,pazy_proteins_cluster_55
399,DP080,pazy_proteins_cluster_55
403,DP089,pazy_proteins_cluster_55
405,DP092,pazy_proteins_cluster_55
409,ESM021,pazy_proteins_cluster_55
419,ESM058,pazy_proteins_cluster_55
426,ESM069,pazy_proteins_cluster_55
429,ESM081,pazy_proteins_cluster_55
432,ESM090,pazy_proteins_cluster_55
434,ESM096,pazy_proteins_cluster_55
439,ESM130,pazy_proteins_cluster_55
441,ESM139,pazy_proteins_cluster_55
446,ESM159,pazy_proteins_cluster_55
449,ESM169,pazy_proteins_cluster_55
459,TEP061,pazy_proteins_cluster_55
462,TEP091,pazy_proteins_cluster_55
464,TEP097,pazy_proteins_cluster_55
469,TEP109,pazy_proteins_cluster_55
478,TEP189,pazy_proteins_cluster_55
486,TA29,pazy_proteins_cluster_55
494,E4,pazy_proteins_cluster_55
496,PET94,pazy_proteins_cluster_55
13,MG8,pazy_proteins_cluster_55
132,101,pazy_proteins_cluster_55
134,202,pazy_proteins_cluster_55
136,211,pazy_proteins_cluster_55
138,301,pazy_proteins_cluster_55
213,Ces19_14,pazy_proteins_cluster_55
227,jmPE13,pazy_proteins_cluster_55
313,247,pazy_proteins_cluster_55
315,1309,pazy_proteins_cluster_55
319,1395,pazy_proteins_cluster_55
327,1392,pazy_proteins_cluster_55
335,1340,pazy_proteins_cluster_55
413,ESM035,pazy_proteins_cluster_55
439,ESM130,pazy_proteins_cluster_55
441,ESM139,pazy_proteins_cluster_55
179,PsCut,pazy_proteins_cluster_55
143,406,pazy_proteins_cluster_56
18,Cut190,pazy_proteins_cluster_57
180,PbauzCut,pazy_proteins_cluster_57
182,FoCut5a,pazy_proteins_cluster_57
184,PET1,pazy_proteins_cluster_57
186,IS10,pazy_proteins_cluster_57
188,IS12,pazy_proteins_cluster_57
212,Est18_23,pazy_proteins_cluster_57
288,1821,pazy_proteins_cluster_57
318,1493,pazy_proteins_cluster_57
324,1868,pazy_proteins_cluster_57
334,1876,pazy_proteins_cluster_57
418,ESM052,pazy_proteins_cluster_57
452,ESM186,pazy_proteins_cluster_57
477,TEP181,pazy_proteins_cluster_57
172,PHL-1,pazy_proteins_cluster_57
1,ISPETase,pazy_proteins_cluster_58
4,PET12,pazy_proteins_cluster_58
10,PmC,pazy_proteins_cluster_58
12,PpEst,pazy_proteins_cluster_58
14,EstB,pazy_proteins_cluster_58
16,LCC,pazy_proteins_cluster_58
18,Cut190,pazy_proteins_cluster_58
21,TfH42_Cut1,pazy_proteins_cluster_58
24,TfCut_1,pazy_proteins_cluster_58
26,Cut1,pazy_proteins_cluster_58
28,Thc_Cut1,pazy_proteins_cluster_58
30,Tcur_1278,pazy_proteins_cluster_58
33,Est1,pazy_proteins_cluster_58
35,Est119,pazy_proteins_cluster_58
41,PET46,pazy_proteins_cluster_58
120,Cbotu_EstA,pazy_proteins_cluster_58
133,102,pazy_proteins_cluster_58
135,204,pazy_proteins_cluster_58
137,214,pazy_proteins_cluster_58
139,305,pazy_proteins_cluster_58
141,403,pazy_proteins_cluster_58
143,406,pazy_proteins_cluster_58
145,409,pazy_proteins_cluster_58
147,503,pazy_proteins_cluster_58
149,606,pazy_proteins_cluster_58
151,611,pazy_proteins_cluster_58
153,702,pazy_proteins_cluster_58
170,RCut,pazy_proteins_cluster_58
172,PHL-1,pazy_proteins_cluster_58
174,PHL-4,pazy_proteins_cluster_58
176,PHL-6,pazy_proteins_cluster_58
178,RgCut-2,pazy_proteins_cluster_58
180,PbauzCut,pazy_proteins_cluster_58
182,FoCut5a,pazy_proteins_cluster_58
184,PET1,pazy_proteins_cluster_58
186,IS10,pazy_proteins_cluster_58
188,IS12,pazy_proteins_cluster_58
196,PET40,pazy_proteins_cluster_58
209,Lip4_120,pazy_proteins_cluster_58
211,Est11_32,pazy_proteins_cluster_58
213,Ces19_14,pazy_proteins_cluster_58
215,CaPETase,pazy_proteins_cluster_58
227,jmPE13,pazy_proteins_cluster_58
231,DmC,pazy_proteins_cluster_58
236,dsPETase01,pazy_proteins_cluster_58
240,Dkca1,pazy_proteins_cluster_58
243,HGMP01,pazy_proteins_cluster_58
251,Trypsin,pazy_proteins_cluster_58
258,APET-15,pazy_proteins_cluster_58
260,APET-19,pazy_proteins_cluster_58
271,1628,pazy_proteins_cluster_58
273,1625,pazy_proteins_cluster_58
275,1663,pazy_proteins_cluster_58
277,1538,pazy_proteins_cluster_58
279,1621,pazy_proteins_cluster_58
281,1534,pazy_proteins_cluster_58
283,1521,pazy_proteins_cluster_58
285,1468,pazy_proteins_cluster_58
287,1491,pazy_proteins_cluster_58
289,1477,pazy_proteins_cluster_58
291,1522,pazy_proteins_cluster_58
294,1642,pazy_proteins_cluster_58
296,1537,pazy_proteins_cluster_58
298,1678,pazy_proteins_cluster_58
300,1169,pazy_proteins_cluster_58
302,1463,pazy_proteins_cluster_58
305,1573,pazy_proteins_cluster_58
307,1555,pazy_proteins_cluster_58
309,1620,pazy_proteins_cluster_58
311,1594,pazy_proteins_cluster_58
313,247,pazy_proteins_cluster_58
315,1309,pazy_proteins_cluster_58
317,1506,pazy_proteins_cluster_58
319,1395,pazy_proteins_cluster_58
321,1571,pazy_proteins_cluster_58
323,1638,pazy_proteins_cluster_58
325,1718,pazy_proteins_cluster_58
327,1392,pazy_proteins_cluster_58
329,1424,pazy_proteins_cluster_58
331,282,pazy_proteins_cluster_58
333,1228,pazy_proteins_cluster_58
335,1340,pazy_proteins_cluster_58
341,PC8,pazy_proteins_cluster_58
385,DP016,pazy_proteins_cluster_58
387,DP021,pazy_proteins_cluster_58
391,DP043,pazy_proteins_cluster_58
396,DP061,pazy_proteins_cluster_58
400,DP081,pazy_proteins_cluster_58
407,ESM010,pazy_proteins_cluster_58
409,ESM021,pazy_proteins_cluster_58
411,ESM026,pazy_proteins_cluster_58
413,ESM035,pazy_proteins_cluster_58
415,ESM043,pazy_proteins_cluster_58
417,ESM050,pazy_proteins_cluster_58
419,ESM058,pazy_proteins_cluster_58
421,ESM060,pazy_proteins_cluster_58
429,ESM081,pazy_proteins_cluster_58
431,ESM084,pazy_proteins_cluster_58
436,ESM101,pazy_proteins_cluster_58
438,ESM128,pazy_proteins_cluster_58
440,ESM136,pazy_proteins_cluster_58
442,ESM140,pazy_proteins_cluster_58
444,ESM156,pazy_proteins_cluster_58
446,ESM159,pazy_proteins_cluster_58
448,ESM167,pazy_proteins_cluster_58
450,ESM173,pazy_proteins_cluster_58
452,ESM186,pazy_proteins_cluster_58
454,TEP014,pazy_proteins_cluster_58
457,TEP041,pazy_proteins_cluster_58
459,TEP061,pazy_proteins_cluster_58
461,TEP083,pazy_proteins_cluster_58
465,TEP101,pazy_proteins_cluster_58
467,TEP103,pazy_proteins_cluster_58
469,TEP109,pazy_proteins_cluster_58
471,TEP114,pazy_proteins_cluster_58
473,TEP164,pazy_proteins_cluster_58
475,TEP168,pazy_proteins_cluster_58
477,TEP181,pazy_proteins_cluster_58
479,TEP194,pazy_proteins_cluster_58
481,Sis,pazy_proteins_cluster_58
484,TA21,pazy_proteins_cluster_58
15,RgPETase,pazy_proteins_cluster_58
150,607-Nsp,pazy_proteins_cluster_58
152,701,pazy_proteins_cluster_58
154,711,pazy_proteins_cluster_58
215,CaPETase,pazy_proteins_cluster_58
258,APET-15,pazy_proteins_cluster_58
277,1538,pazy_proteins_cluster_58
281,1534,pazy_proteins_cluster_58
283,1521,pazy_proteins_cluster_58
286,1507,pazy_proteins_cluster_58
291,1522,pazy_proteins_cluster_58
296,1537,pazy_proteins_cluster_58
303,1545,pazy_proteins_cluster_58
305,1573,pazy_proteins_cluster_58
307,1555,pazy_proteins_cluster_58
311,1594,pazy_proteins_cluster_58
315,1309,pazy_proteins_cluster_58
317,1506,pazy_proteins_cluster_58
321,1571,pazy_proteins_cluster_58
415,ESM043,pazy_proteins_cluster_58
444,ESM156,pazy_proteins_cluster_58
446,ESM159,pazy_proteins_cluster_58
181,AdCut,pazy_proteins_cluster_58
477,TEP181,pazy_proteins_cluster_58
259,APET-17,pazy_proteins_cluster_58
416,ESM045,pazy_proteins_cluster_58
310,1240,pazy_proteins_cluster_59
187,IS11,pazy_proteins_cluster_6
334,1876,pazy_proteins_cluster_6
141,403,pazy_proteins_cluster_60
341,PC8,pazy_proteins_cluster_60
132,101,pazy_proteins_cluster_61
237,dsPETase05,pazy_proteins_cluster_62
266,APET-27,pazy_proteins_cluster_62
316,414,pazy_proteins_cluster_63
326,401,pazy_proteins_cluster_63
328,486,pazy_proteins_cluster_63
337,PC3,pazy_proteins_cluster_63
402,DP084,pazy_proteins_cluster_63
476,TEP178,pazy_proteins_cluster_63
215,CaPETase,pazy_proteins_cluster_64
331,282,pazy_proteins_cluster_65
480,KaPETase,pazy_proteins_cluster_65
282,1489,pazy_proteins_cluster_66
489,GuaPA,pazy_proteins_cluster_66
3,PET6,pazy_proteins_cluster_67
13,MG8,pazy_proteins_cluster_67
22,Tfu_0883,pazy_proteins_cluster_67
30,Tcur_1278,pazy_proteins_cluster_67
32,Thh_Est,pazy_proteins_cluster_67
34,Tha_Cut1,pazy_proteins_cluster_67
36,BsEstB,pazy_proteins_cluster_67
38,PET27,pazy_proteins_cluster_67
43,FsC,pazy_proteins_cluster_67
132,101,pazy_proteins_cluster_67
134,202,pazy_proteins_cluster_67
136,211,pazy_proteins_cluster_67
138,301,pazy_proteins_cluster_67
140,307,pazy_proteins_cluster_67
143,406,pazy_proteins_cluster_67
147,503,pazy_proteins_cluster_67
153,702,pazy_proteins_cluster_67
173,PHL-3,pazy_proteins_cluster_67
183,MRCUT1,pazy_proteins_cluster_67
211,Est11_32,pazy_proteins_cluster_67
213,Ces19_14,pazy_proteins_cluster_67
223,HG-2,pazy_proteins_cluster_67
227,jmPE13,pazy_proteins_cluster_67
230,TaC,pazy_proteins_cluster_67
232,RtC,pazy_proteins_cluster_67
236,dsPETase01,pazy_proteins_cluster_67
238,dsPETase06,pazy_proteins_cluster_67
243,HGMP01,pazy_proteins_cluster_67
262,APET-23,pazy_proteins_cluster_67
269,APET-32,pazy_proteins_cluster_67
273,1625,pazy_proteins_cluster_67
275,1663,pazy_proteins_cluster_67
277,1538,pazy_proteins_cluster_67
281,1534,pazy_proteins_cluster_67
283,1521,pazy_proteins_cluster_67
293,385,pazy_proteins_cluster_67
296,1537,pazy_proteins_cluster_67
300,1169,pazy_proteins_cluster_67
302,1463,pazy_proteins_cluster_67
304,554,pazy_proteins_cluster_67
306,1654,pazy_proteins_cluster_67
308,1591,pazy_proteins_cluster_67
310,1240,pazy_proteins_cluster_67
312,1457,pazy_proteins_cluster_67
314,1641,pazy_proteins_cluster_67
316,414,pazy_proteins_cluster_67
318,1493,pazy_proteins_cluster_67
320,1478,pazy_proteins_cluster_67
322,169,pazy_proteins_cluster_67
324,1868,pazy_proteins_cluster_67
326,401,pazy_proteins_cluster_67
328,486,pazy_proteins_cluster_67
330,1475,pazy_proteins_cluster_67
332,1635,pazy_proteins_cluster_67
334,1876,pazy_proteins_cluster_67
336,191,pazy_proteins_cluster_67
338,PC4,pazy_proteins_cluster_67
340,PC6,pazy_proteins_cluster_67
381,DP003,pazy_proteins_cluster_67
383,DP007,pazy_proteins_cluster_67
385,DP016,pazy_proteins_cluster_67
387,DP021,pazy_proteins_cluster_67
389,DP039,pazy_proteins_cluster_67
391,DP043,pazy_proteins_cluster_67
393,DP056,pazy_proteins_cluster_67
395,DP059,pazy_proteins_cluster_67
397,DP068,pazy_proteins_cluster_67
399,DP080,pazy_proteins_cluster_67
403,DP089,pazy_proteins_cluster_67
412,ESM033,pazy_proteins_cluster_67
414,ESM038,pazy_proteins_cluster_67
423,ESM062,pazy_proteins_cluster_67
430,ESM082,pazy_proteins_cluster_67
432,ESM090,pazy_proteins_cluster_67
434,ESM096,pazy_proteins_cluster_67
436,ESM101,pazy_proteins_cluster_67
438,ESM128,pazy_proteins_cluster_67
440,ESM136,pazy_proteins_cluster_67
443,ESM144,pazy_proteins_cluster_67
450,ESM173,pazy_proteins_cluster_67
453,TEP010,pazy_proteins_cluster_67
456,TEP037,pazy_proteins_cluster_67
461,TEP083,pazy_proteins_cluster_67
463,TEP092,pazy_proteins_cluster_67
467,TEP103,pazy_proteins_cluster_67
472,TEP163,pazy_proteins_cluster_67
483,DIEGO,pazy_proteins_cluster_67
495,PET93,pazy_proteins_cluster_67
4,PET12,pazy_proteins_cluster_68
14,EstB,pazy_proteins_cluster_68
21,TfH42_Cut1,pazy_proteins_cluster_68
24,TfCut_1,pazy_proteins_cluster_68
34,Tha_Cut1,pazy_proteins_cluster_68
40,PET2,pazy_proteins_cluster_68
42,CalB,pazy_proteins_cluster_68
44,HiC,pazy_proteins_cluster_68
134,202,pazy_proteins_cluster_68
137,214,pazy_proteins_cluster_68
140,307,pazy_proteins_cluster_68
142,405,pazy_proteins_cluster_68
144,407,pazy_proteins_cluster_68
146,412,pazy_proteins_cluster_68
148,CtPl,pazy_proteins_cluster_68
154,711,pazy_proteins_cluster_68
174,PHL-4,pazy_proteins_cluster_68
184,PET1,pazy_proteins_cluster_68
196,PET40,pazy_proteins_cluster_68
209,Lip4_120,pazy_proteins_cluster_68
213,Ces19_14,pazy_proteins_cluster_68
224,HG-3,pazy_proteins_cluster_68
228,jmPE14,pazy_proteins_cluster_68
240,Dkca1,pazy_proteins_cluster_68
242,ScPETase,pazy_proteins_cluster_68
244,PD3,pazy_proteins_cluster_68
252,CYP450,pazy_proteins_cluster_68
263,APET-24,pazy_proteins_cluster_68
274,1603,pazy_proteins_cluster_68
278,1465,pazy_proteins_cluster_68
281,1534,pazy_proteins_cluster_68
284,1525,pazy_proteins_cluster_68
287,1491,pazy_proteins_cluster_68
289,1477,pazy_proteins_cluster_68
292,1546,pazy_proteins_cluster_68
294,1642,pazy_proteins_cluster_68
299,1496,pazy_proteins_cluster_68
302,1463,pazy_proteins_cluster_68
304,554,pazy_proteins_cluster_68
306,1654,pazy_proteins_cluster_68
310,1240,pazy_proteins_cluster_68
312,1457,pazy_proteins_cluster_68
314,1641,pazy_proteins_cluster_68
316,414,pazy_proteins_cluster_68
318,1493,pazy_proteins_cluster_68
320,1478,pazy_proteins_cluster_68
324,1868,pazy_proteins_cluster_68
326,401,pazy_proteins_cluster_68
328,486,pazy_proteins_cluster_68
330,1475,pazy_proteins_cluster_68
334,1876,pazy_proteins_cluster_68
338,PC4,pazy_proteins_cluster_68
340,PC6,pazy_proteins_cluster_68
384,DP008,pazy_proteins_cluster_68
390,DP040,pazy_proteins_cluster_68
392,DP054,pazy_proteins_cluster_68
394,DP057,pazy_proteins_cluster_68
400,DP081,pazy_proteins_cluster_68
402,DP084,pazy_proteins_cluster_68
404,DP090,pazy_proteins_cluster_68
406,ESM006,pazy_proteins_cluster_68
408,ESM012,pazy_proteins_cluster_68
410,ESM024,pazy_proteins_cluster_68
412,ESM033,pazy_proteins_cluster_68
414,ESM038,pazy_proteins_cluster_68
416,ESM045,pazy_proteins_cluster_68
418,ESM052,pazy_proteins_cluster_68
420,ESM059,pazy_proteins_cluster_68
422,ESM061,pazy_proteins_cluster_68
424,ESM064,pazy_proteins_cluster_68
426,ESM069,pazy_proteins_cluster_68
428,ESM080,pazy_proteins_cluster_68
430,ESM082,pazy_proteins_cluster_68
432,ESM090,pazy_proteins_cluster_68
434,ESM096,pazy_proteins_cluster_68
436,ESM101,pazy_proteins_cluster_68
438,ESM128,pazy_proteins_cluster_68
440,ESM136,pazy_proteins_cluster_68
442,ESM140,pazy_proteins_cluster_68
444,ESM156,pazy_proteins_cluster_68
446,ESM159,pazy_proteins_cluster_68
448,ESM167,pazy_proteins_cluster_68
450,ESM173,pazy_proteins_cluster_68
452,ESM186,pazy_proteins_cluster_68
454,TEP014,pazy_proteins_cluster_68
456,TEP037,pazy_proteins_cluster_68
458,TEP054,pazy_proteins_cluster_68
460,TEP067,pazy_proteins_cluster_68
462,TEP091,pazy_proteins_cluster_68
464,TEP097,pazy_proteins_cluster_68
466,TEP102,pazy_proteins_cluster_68
468,TEP105,pazy_proteins_cluster_68
470,TEP111,pazy_proteins_cluster_68
472,TEP163,pazy_proteins_cluster_68
474,TEP165,pazy_proteins_cluster_68
476,TEP178,pazy_proteins_cluster_68
478,TEP189,pazy_proteins_cluster_68
480,KaPETase,pazy_proteins_cluster_68
483,DIEGO,pazy_proteins_cluster_68
485,TA26,pazy_proteins_cluster_68
489,GuaPA,pazy_proteins_cluster_68
495,PET93,pazy_proteins_cluster_68
201,PaCut,pazy_proteins_cluster_69
227,jmPE13,pazy_proteins_cluster_69
228,jmPE14,pazy_proteins_cluster_69
333,1228,pazy_proteins_cluster_69
